        s,        t,        r,      phi,        x,        y
    0.000,  -36.366,  8.81073, -0.68379,   6.8299,  -5.5661
    0.169,  -36.182,  8.82277, -0.67975,   6.8617,  -5.5460
    0.338,  -35.998,  8.83474, -0.67572,   6.8934,  -5.5258
    0.506,  -35.815,  8.84666, -0.67170,   6.9248,  -5.5054
    0.675,  -35.631,  8.85850, -0.66769,   6.9562,  -5.4850
    0.844,  -35.448,  8.87029, -0.66369,   6.9873,  -5.4644
    1.013,  -35.264,  8.88201, -0.65971,   7.0183,  -5.4437
    1.181,  -35.080,  8.89367, -0.65573,   7.0491,  -5.4228
    1.350,  -34.897,  8.90526, -0.65176,   7.0798,  -5.4018
    1.519,  -34.714,  8.91679, -0.64781,   7.1103,  -5.3807
    1.688,  -34.530,  8.92826, -0.64386,   7.1407,  -5.3595
    1.857,  -34.347,  8.93966, -0.63992,   7.1709,  -5.3382
    2.025,  -34.163,  8.95100, -0.63600,   7.2009,  -5.3167
    2.194,  -33.980,  8.96228, -0.63208,   7.2308,  -5.2951
    2.363,  -33.797,  8.97349, -0.62818,   7.2605,  -5.2735
    2.532,  -33.613,  8.98464, -0.62428,   7.2900,  -5.2516
    2.701,  -33.430,  8.99573, -0.62039,   7.3194,  -5.2297
    2.869,  -33.247,  9.00676, -0.61651,   7.3486,  -5.2077
    3.038,  -33.064,  9.01772, -0.61265,   7.3777,  -5.1855
    3.207,  -32.881,  9.02862, -0.60879,   7.4066,  -5.1632
    3.376,  -32.697,  9.03945, -0.60494,   7.4353,  -5.1408
    3.544,  -32.514,  9.05023, -0.60110,   7.4639,  -5.1183
    3.713,  -32.331,  9.06094, -0.59727,   7.4923,  -5.0957
    3.882,  -32.148,  9.07159, -0.59345,   7.5205,  -5.0730
    4.051,  -31.965,  9.08217, -0.58963,   7.5486,  -5.0502
    4.220,  -31.782,  9.09269, -0.58583,   7.5765,  -5.0273
    4.388,  -31.599,  9.10315, -0.58203,   7.6043,  -5.0042
    4.557,  -31.416,  9.11355, -0.57825,   7.6319,  -4.9811
    4.726,  -31.233,  9.12388, -0.57447,   7.6593,  -4.9578
    4.895,  -31.050,  9.13415, -0.57070,   7.6866,  -4.9345
    5.063,  -30.867,  9.14436, -0.56694,   7.7137,  -4.9110
    5.232,  -30.685,  9.15451, -0.56318,   7.7407,  -4.8874
    5.401,  -30.502,  9.16459, -0.55944,   7.7675,  -4.8638
    5.570,  -30.319,  9.17462, -0.55570,   7.7941,  -4.8400
    5.739,  -30.136,  9.18458, -0.55198,   7.8206,  -4.8161
    5.907,  -29.953,  9.19447, -0.54825,   7.8469,  -4.7921
    6.076,  -29.771,  9.20431, -0.54454,   7.8730,  -4.7681
    6.245,  -29.588,  9.21408, -0.54084,   7.8990,  -4.7439
    6.414,  -29.405,  9.22379, -0.53714,   7.9248,  -4.7197
    6.582,  -29.223,  9.23344, -0.53345,   7.9505,  -4.6953
    6.751,  -29.040,  9.24303, -0.52977,   7.9760,  -4.6708
    6.920,  -28.857,  9.25255, -0.52610,   8.0014,  -4.6463
    7.089,  -28.675,  9.26202, -0.52243,   8.0265,  -4.6217
    7.258,  -28.492,  9.27142, -0.51877,   8.0516,  -4.5969
    7.426,  -28.310,  9.28076, -0.51512,   8.0764,  -4.5721
    7.595,  -28.127,  9.29003, -0.51148,   8.1011,  -4.5472
    7.764,  -27.945,  9.29925, -0.50784,   8.1256,  -4.5222
    7.933,  -27.762,  9.30840, -0.50421,   8.1500,  -4.4971
    8.102,  -27.580,  9.31749, -0.50059,   8.1742,  -4.4719
    8.270,  -27.397,  9.32652, -0.49698,   8.1983,  -4.4466
    8.439,  -27.215,  9.33549, -0.49337,   8.2222,  -4.4212
    8.608,  -27.032,  9.34440, -0.48977,   8.2459,  -4.3958
    8.777,  -26.850,  9.35324, -0.48617,   8.2695,  -4.3703
    8.945,  -26.668,  9.36203, -0.48258,   8.2929,  -4.3446
    9.114,  -26.485,  9.37075, -0.47900,   8.3161,  -4.3189
    9.283,  -26.303,  9.37941, -0.47543,   8.3392,  -4.2931
    9.452,  -26.121,  9.38801, -0.47186,   8.3621,  -4.2673
    9.621,  -25.938,  9.39655, -0.46830,   8.3849,  -4.2413
    9.789,  -25.756,  9.40502, -0.46475,   8.4075,  -4.2153
    9.958,  -25.574,  9.41344, -0.46120,   8.4299,  -4.1892
   10.127,  -25.392,  9.42179, -0.45765,   8.4522,  -4.1630
   10.296,  -25.209,  9.43009, -0.45412,   8.4743,  -4.1367
   10.464,  -25.027,  9.43832, -0.45059,   8.4963,  -4.1103
   10.633,  -24.845,  9.44649, -0.44707,   8.5181,  -4.0839
   10.802,  -24.663,  9.45460, -0.44355,   8.5397,  -4.0574
   10.971,  -24.481,  9.46265, -0.44004,   8.5612,  -4.0308
   11.140,  -24.299,  9.47063, -0.43653,   8.5825,  -4.0042
   11.308,  -24.117,  9.47856, -0.43303,   8.6037,  -3.9774
   11.477,  -23.935,  9.48642, -0.42954,   8.6247,  -3.9506
   11.646,  -23.753,  9.49423, -0.42605,   8.6455,  -3.9237
   11.815,  -23.571,  9.50197, -0.42257,   8.6662,  -3.8968
   11.984,  -23.389,  9.50965, -0.41909,   8.6867,  -3.8698
   12.152,  -23.207,  9.51727, -0.41562,   8.7070,  -3.8427
   12.321,  -23.025,  9.52484, -0.41215,   8.7272,  -3.8155
   12.490,  -22.843,  9.53234, -0.40869,   8.7473,  -3.7882
   12.659,  -22.661,  9.53977, -0.40524,   8.7671,  -3.7609
   12.827,  -22.479,  9.54715, -0.40179,   8.7868,  -3.7336
   12.996,  -22.297,  9.55447, -0.39834,   8.8064,  -3.7061
   13.165,  -22.115,  9.56173, -0.39491,   8.8258,  -3.6786
   13.334,  -21.933,  9.56892, -0.39147,   8.8450,  -3.6510
   13.503,  -21.751,  9.57606, -0.38804,   8.8641,  -3.6234
   13.671,  -21.569,  9.58314, -0.38462,   8.8830,  -3.5957
   13.840,  -21.387,  9.59015, -0.38120,   8.9018,  -3.5679
   14.009,  -21.206,  9.59711, -0.37779,   8.9203,  -3.5400
   14.178,  -21.024,  9.60400, -0.37438,   8.9388,  -3.5121
   14.346,  -20.842,  9.61083, -0.37098,   8.9570,  -3.4842
   14.515,  -20.660,  9.61761, -0.36758,   8.9752,  -3.4561
   14.684,  -20.478,  9.62432, -0.36418,   8.9931,  -3.4281
   14.853,  -20.297,  9.63097, -0.36079,   9.0109,  -3.3999
   15.022,  -20.115,  9.63756, -0.35741,   9.0285,  -3.3717
   15.190,  -19.933,  9.64410, -0.35403,   9.0460,  -3.3434
   15.359,  -19.752,  9.65057, -0.35065,   9.0633,  -3.3151
   15.528,  -19.570,  9.65698, -0.34728,   9.0805,  -3.2867
   15.697,  -19.388,  9.66333, -0.34392,   9.0975,  -3.2583
   15.865,  -19.206,  9.66962, -0.34056,   9.1143,  -3.2298
   16.034,  -19.025,  9.67585, -0.33720,   9.1310,  -3.2012
   16.203,  -18.843,  9.68202, -0.33384,   9.1475,  -3.1726
   16.372,  -18.662,  9.68814, -0.33049,   9.1638,  -3.1439
   16.541,  -18.480,  9.69419, -0.32715,   9.1800,  -3.1152
   16.709,  -18.298,  9.70018, -0.32381,   9.1961,  -3.0864
   16.878,  -18.117,  9.70611, -0.32047,   9.2119,  -3.0576
   17.047,  -17.935,  9.71198, -0.31714,   9.2277,  -3.0287
   17.216,  -17.754,  9.71779, -0.31381,   9.2432,  -2.9997
   17.385,  -17.572,  9.72354, -0.31049,   9.2586,  -2.9707
   17.553,  -17.391,  9.72923, -0.30717,   9.2739,  -2.9417
   17.722,  -17.209,  9.73487, -0.30385,   9.2889,  -2.9126
   17.891,  -17.028,  9.74044, -0.30053,   9.3039,  -2.8835
   18.060,  -16.846,  9.74595, -0.29723,   9.3186,  -2.8543
   18.228,  -16.665,  9.75140, -0.29392,   9.3332,  -2.8250
   18.397,  -16.483,  9.75679, -0.29062,   9.3477,  -2.7958
   18.566,  -16.302,  9.76213, -0.28732,   9.3619,  -2.7664
   18.735,  -16.120,  9.76740, -0.28402,   9.3761,  -2.7370
   18.904,  -15.939,  9.77261, -0.28073,   9.3900,  -2.7076
   19.072,  -15.757,  9.77777, -0.27745,   9.4038,  -2.6781
   19.241,  -15.576,  9.78286, -0.27416,   9.4175,  -2.6486
   19.410,  -15.394,  9.78790, -0.27088,   9.4310,  -2.6190
   19.579,  -15.213,  9.79287, -0.26760,   9.4443,  -2.5894
   19.747,  -15.032,  9.79779, -0.26433,   9.4575,  -2.5598
   19.916,  -14.850,  9.80264, -0.26106,   9.4705,  -2.5301
   20.085,  -14.669,  9.80744, -0.25779,   9.4834,  -2.5004
   20.254,  -14.488,  9.81218, -0.25453,   9.4961,  -2.4706
   20.423,  -14.306,  9.81686, -0.25126,   9.5086,  -2.4407
   20.591,  -14.125,  9.82147, -0.24801,   9.5210,  -2.4109
   20.760,  -13.944,  9.82603, -0.24475,   9.5332,  -2.3810
   20.929,  -13.762,  9.83053, -0.24150,   9.5453,  -2.3510
   21.098,  -13.581,  9.83497, -0.23825,   9.5572,  -2.3211
   21.267,  -13.400,  9.83935, -0.23500,   9.5689,  -2.2910
   21.435,  -13.218,  9.84368, -0.23176,   9.5805,  -2.2610
   21.604,  -13.037,  9.84794, -0.22852,   9.5919,  -2.2309
   21.773,  -12.856,  9.85214, -0.22528,   9.6032,  -2.2008
   21.942,  -12.675,  9.85628, -0.22204,   9.6143,  -2.1706
   22.110,  -12.493,  9.86037, -0.21881,   9.6253,  -2.1404
   22.279,  -12.312,  9.86439, -0.21558,   9.6361,  -2.1102
   22.448,  -12.131,  9.86836, -0.21235,   9.6467,  -2.0799
   22.617,  -11.950,  9.87227, -0.20913,   9.6572,  -2.0496
   22.786,  -11.768,  9.87612, -0.20591,   9.6675,  -2.0192
   22.954,  -11.587,  9.87990, -0.20269,   9.6777,  -1.9889
   23.123,  -11.406,  9.88363, -0.19947,   9.6877,  -1.9585
   23.292,  -11.225,  9.88730, -0.19626,   9.6975,  -1.9280
   23.461,  -11.043,  9.89092, -0.19304,   9.7072,  -1.8975
   23.629,  -10.862,  9.89447, -0.18983,   9.7167,  -1.8670
   23.798,  -10.681,  9.89796, -0.18663,   9.7261,  -1.8365
   23.967,  -10.500,  9.90140, -0.18342,   9.7353,  -1.8060
   24.136,  -10.319,  9.90477, -0.18022,   9.7444,  -1.7754
   24.305,  -10.138,  9.90809, -0.17702,   9.7533,  -1.7447
   24.473,   -9.956,  9.91134, -0.17382,   9.7620,  -1.7141
   24.642,   -9.775,  9.91454, -0.17062,   9.7706,  -1.6834
   24.811,   -9.594,  9.91768, -0.16742,   9.7790,  -1.6527
   24.980,   -9.413,  9.92076, -0.16423,   9.7873,  -1.6220
   25.148,   -9.232,  9.92378, -0.16104,   9.7954,  -1.5912
   25.317,   -9.051,  9.92675, -0.15785,   9.8033,  -1.5605
   25.486,   -8.870,  9.92965, -0.15466,   9.8111,  -1.5296
   25.655,   -8.689,  9.93249, -0.15148,   9.8188,  -1.4988
   25.824,   -8.508,  9.93528, -0.14830,   9.8262,  -1.4680
   25.992,   -8.326,  9.93801, -0.14511,   9.8336,  -1.4371
   26.161,   -8.145,  9.94068, -0.14193,   9.8407,  -1.4062
   26.330,   -7.964,  9.94328, -0.13876,   9.8477,  -1.3753
   26.499,   -7.783,  9.94584, -0.13558,   9.8546,  -1.3443
   26.668,   -7.602,  9.94833, -0.13240,   9.8613,  -1.3133
   26.836,   -7.421,  9.95076, -0.12923,   9.8678,  -1.2824
   27.005,   -7.240,  9.95313, -0.12606,   9.8742,  -1.2514
   27.174,   -7.059,  9.95545, -0.12289,   9.8804,  -1.2203
   27.343,   -6.878,  9.95771, -0.11972,   9.8864,  -1.1893
   27.511,   -6.697,  9.95990, -0.11655,   9.8923,  -1.1582
   27.680,   -6.516,  9.96204, -0.11338,   9.8981,  -1.1271
   27.849,   -6.335,  9.96412, -0.11022,   9.9037,  -1.0960
   28.018,   -6.154,  9.96615, -0.10706,   9.9091,  -1.0649
   28.187,   -5.973,  9.96811, -0.10389,   9.9144,  -1.0338
   28.355,   -5.792,  9.97001, -0.10073,   9.9195,  -1.0026
   28.524,   -5.611,  9.97186, -0.09757,   9.9244,  -0.9714
   28.693,   -5.430,  9.97365, -0.09441,   9.9292,  -0.9403
   28.862,   -5.249,  9.97537, -0.09126,   9.9339,  -0.9091
   29.030,   -5.068,  9.97704, -0.08810,   9.9383,  -0.8778
   29.199,   -4.887,  9.97865, -0.08494,   9.9427,  -0.8466
   29.368,   -4.705,  9.98021, -0.08179,   9.9468,  -0.8154
   29.537,   -4.524,  9.98170, -0.07864,   9.9509,  -0.7841
   29.706,   -4.343,  9.98314, -0.07548,   9.9547,  -0.7528
   29.874,   -4.162,  9.98451, -0.07233,   9.9584,  -0.7216
   30.043,   -3.981,  9.98583, -0.06918,   9.9619,  -0.6903
   30.212,   -3.800,  9.98709, -0.06603,   9.9653,  -0.6590
   30.381,   -3.620,  9.98829, -0.06288,   9.9685,  -0.6277
   30.550,   -3.439,  9.98943, -0.05973,   9.9716,  -0.5963
   30.718,   -3.258,  9.99051, -0.05658,   9.9745,  -0.5650
   30.887,   -3.077,  9.99154, -0.05344,   9.9773,  -0.5337
   31.056,   -2.896,  9.99251, -0.05029,   9.9799,  -0.5023
   31.225,   -2.715,  9.99341, -0.04714,   9.9823,  -0.4710
   31.393,   -2.534,  9.99426, -0.04400,   9.9846,  -0.4396
   31.562,   -2.353,  9.99505, -0.04085,   9.9867,  -0.4082
   31.731,   -2.172,  9.99578, -0.03771,   9.9887,  -0.3768
   31.900,   -1.991,  9.99646, -0.03457,   9.9905,  -0.3455
   32.069,   -1.810,  9.99707, -0.03142,   9.9921,  -0.3141
   32.237,   -1.629,  9.99763, -0.02828,   9.9936,  -0.2827
   32.406,   -1.448,  9.99813, -0.02514,   9.9950,  -0.2513
   32.575,   -1.267,  9.99857, -0.02199,   9.9961,  -0.2199
   32.744,   -1.086,  9.99895, -0.01885,   9.9972,  -0.1885
   32.912,   -0.905,  9.99927, -0.01571,   9.9980,  -0.1571
   33.081,   -0.724,  9.99953, -0.01257,   9.9987,  -0.1257
   33.250,   -0.543,  9.99974, -0.00942,   9.9993,  -0.0942
   33.419,   -0.362,  9.99988, -0.00628,   9.9997,  -0.0628
   33.588,   -0.181,  9.99997, -0.00314,   9.9999,  -0.0314
   33.756,   -0.000, 10.00000, -0.00000,  10.0000,  -0.0000
   33.925,    0.181,  9.99997,  0.00314,   9.9999,   0.0314
   34.094,    0.362,  9.99988,  0.00628,   9.9997,   0.0628
   34.263,    0.543,  9.99974,  0.00942,   9.9993,   0.0942
   34.431,    0.724,  9.99953,  0.01257,   9.9987,   0.1257
   34.600,    0.905,  9.99927,  0.01571,   9.9980,   0.1571
   34.769,    1.086,  9.99895,  0.01885,   9.9972,   0.1885
   34.938,    1.267,  9.99857,  0.02199,   9.9961,   0.2199
   35.107,    1.448,  9.99813,  0.02514,   9.9950,   0.2513
   35.275,    1.629,  9.99763,  0.02828,   9.9936,   0.2827
   35.444,    1.810,  9.99707,  0.03142,   9.9921,   0.3141
   35.613,    1.991,  9.99646,  0.03457,   9.9905,   0.3455
   35.782,    2.172,  9.99578,  0.03771,   9.9887,   0.3768
   35.951,    2.353,  9.99505,  0.04085,   9.9867,   0.4082
   36.119,    2.534,  9.99426,  0.04400,   9.9846,   0.4396
   36.288,    2.715,  9.99341,  0.04714,   9.9823,   0.4710
   36.457,    2.896,  9.99251,  0.05029,   9.9799,   0.5023
   36.626,    3.077,  9.99154,  0.05344,   9.9773,   0.5337
   36.794,    3.258,  9.99051,  0.05658,   9.9745,   0.5650
   36.963,    3.439,  9.98943,  0.05973,   9.9716,   0.5963
   37.132,    3.620,  9.98829,  0.06288,   9.9685,   0.6277
   37.301,    3.800,  9.98709,  0.06603,   9.9653,   0.6590
   37.470,    3.981,  9.98583,  0.06918,   9.9619,   0.6903
   37.638,    4.162,  9.98451,  0.07233,   9.9584,   0.7216
   37.807,    4.343,  9.98314,  0.07548,   9.9547,   0.7528
   37.976,    4.524,  9.98170,  0.07864,   9.9509,   0.7841
   38.145,    4.705,  9.98021,  0.08179,   9.9468,   0.8154
   38.313,    4.887,  9.97865,  0.08494,   9.9427,   0.8466
   38.482,    5.068,  9.97704,  0.08810,   9.9384,   0.8778
   38.651,    5.249,  9.97537,  0.09126,   9.9339,   0.9091
   38.820,    5.430,  9.97365,  0.09441,   9.9292,   0.9403
   38.989,    5.611,  9.97186,  0.09757,   9.9244,   0.9714
   39.157,    5.792,  9.97001,  0.10073,   9.9195,   1.0026
   39.326,    5.973,  9.96811,  0.10389,   9.9144,   1.0338
   39.495,    6.154,  9.96615,  0.10706,   9.9091,   1.0649
   39.664,    6.335,  9.96412,  0.11022,   9.9037,   1.0960
   39.833,    6.516,  9.96204,  0.11338,   9.8981,   1.1271
   40.001,    6.697,  9.95990,  0.11655,   9.8923,   1.1582
   40.170,    6.878,  9.95771,  0.11972,   9.8864,   1.1893
   40.339,    7.059,  9.95545,  0.12289,   9.8804,   1.2203
   40.508,    7.240,  9.95313,  0.12606,   9.8742,   1.2514
   40.676,    7.421,  9.95076,  0.12923,   9.8678,   1.2824
   40.845,    7.602,  9.94833,  0.13240,   9.8613,   1.3133
   41.014,    7.783,  9.94584,  0.13558,   9.8546,   1.3443
   41.183,    7.964,  9.94329,  0.13876,   9.8477,   1.3753
   41.352,    8.145,  9.94068,  0.14193,   9.8407,   1.4062
   41.520,    8.326,  9.93801,  0.14511,   9.8336,   1.4371
   41.689,    8.508,  9.93528,  0.14830,   9.8262,   1.4680
   41.858,    8.689,  9.93250,  0.15148,   9.8188,   1.4988
   42.027,    8.870,  9.92965,  0.15466,   9.8111,   1.5296
   42.195,    9.051,  9.92675,  0.15785,   9.8033,   1.5605
   42.364,    9.232,  9.92378,  0.16104,   9.7954,   1.5912
   42.533,    9.413,  9.92076,  0.16423,   9.7873,   1.6220
   42.702,    9.594,  9.91768,  0.16742,   9.7790,   1.6527
   42.871,    9.775,  9.91454,  0.17062,   9.7706,   1.6834
   43.039,    9.956,  9.91134,  0.17382,   9.7620,   1.7141
   43.208,   10.138,  9.90809,  0.17702,   9.7533,   1.7447
   43.377,   10.319,  9.90477,  0.18022,   9.7444,   1.7754
   43.546,   10.500,  9.90140,  0.18342,   9.7353,   1.8060
   43.714,   10.681,  9.89796,  0.18663,   9.7261,   1.8365
   43.883,   10.862,  9.89447,  0.18983,   9.7167,   1.8670
   44.052,   11.043,  9.89092,  0.19304,   9.7072,   1.8975
   44.221,   11.225,  9.88731,  0.19626,   9.6975,   1.9280
   44.390,   11.406,  9.88363,  0.19947,   9.6877,   1.9585
   44.558,   11.587,  9.87991,  0.20269,   9.6777,   1.9889
   44.727,   11.768,  9.87612,  0.20591,   9.6675,   2.0192
   44.896,   11.950,  9.87227,  0.20913,   9.6572,   2.0496
   45.065,   12.131,  9.86836,  0.21235,   9.6467,   2.0799
   45.234,   12.312,  9.86440,  0.21558,   9.6361,   2.1102
   45.402,   12.493,  9.86037,  0.21881,   9.6253,   2.1404
   45.571,   12.675,  9.85629,  0.22204,   9.6143,   2.1706
   45.740,   12.856,  9.85214,  0.22528,   9.6032,   2.2008
   45.909,   13.037,  9.84794,  0.22852,   9.5919,   2.2309
   46.077,   13.218,  9.84368,  0.23176,   9.5805,   2.2610
   46.246,   13.400,  9.83936,  0.23500,   9.5689,   2.2910
   46.415,   13.581,  9.83497,  0.23825,   9.5572,   2.3211
   46.584,   13.762,  9.83053,  0.24150,   9.5453,   2.3510
   46.753,   13.944,  9.82603,  0.24475,   9.5332,   2.3810
   46.921,   14.125,  9.82148,  0.24801,   9.5210,   2.4109
   47.090,   14.306,  9.81686,  0.25126,   9.5086,   2.4408
   47.259,   14.488,  9.81218,  0.25453,   9.4961,   2.4706
   47.428,   14.669,  9.80744,  0.25779,   9.4834,   2.5004
   47.596,   14.850,  9.80265,  0.26106,   9.4705,   2.5301
   47.765,   15.032,  9.79779,  0.26433,   9.4575,   2.5598
   47.934,   15.213,  9.79287,  0.26760,   9.4443,   2.5894
   48.103,   15.394,  9.78790,  0.27088,   9.4310,   2.6190
   48.272,   15.576,  9.78286,  0.27416,   9.4175,   2.6486
   48.440,   15.757,  9.77777,  0.27745,   9.4038,   2.6781
   48.609,   15.939,  9.77262,  0.28073,   9.3900,   2.7076
   48.778,   16.120,  9.76740,  0.28402,   9.3761,   2.7370
   48.947,   16.302,  9.76213,  0.28732,   9.3619,   2.7664
   49.116,   16.483,  9.75680,  0.29062,   9.3477,   2.7958
   49.284,   16.665,  9.75140,  0.29392,   9.3332,   2.8250
   49.453,   16.846,  9.74595,  0.29723,   9.3186,   2.8543
   49.622,   17.028,  9.74044,  0.30054,   9.3039,   2.8835
   49.791,   17.209,  9.73487,  0.30385,   9.2889,   2.9126
   49.959,   17.391,  9.72924,  0.30717,   9.2739,   2.9417
   50.128,   17.572,  9.72354,  0.31049,   9.2586,   2.9708
   50.297,   17.754,  9.71779,  0.31381,   9.2432,   2.9997
   50.466,   17.935,  9.71198,  0.31714,   9.2277,   3.0287
   50.635,   18.117,  9.70611,  0.32047,   9.2119,   3.0576
   50.803,   18.298,  9.70018,  0.32381,   9.1961,   3.0864
   50.972,   18.480,  9.69419,  0.32715,   9.1800,   3.1152
   51.141,   18.662,  9.68814,  0.33049,   9.1638,   3.1439
   51.310,   18.843,  9.68203,  0.33384,   9.1475,   3.1726
   51.478,   19.025,  9.67586,  0.33720,   9.1310,   3.2012
   51.647,   19.206,  9.66962,  0.34056,   9.1143,   3.2298
   51.816,   19.388,  9.66333,  0.34392,   9.0975,   3.2583
   51.985,   19.570,  9.65698,  0.34728,   9.0805,   3.2867
   52.154,   19.752,  9.65057,  0.35066,   9.0633,   3.3151
   52.322,   19.933,  9.64410,  0.35403,   9.0460,   3.3434
   52.491,   20.115,  9.63757,  0.35741,   9.0285,   3.3717
   52.660,   20.297,  9.63097,  0.36080,   9.0109,   3.3999
   52.829,   20.478,  9.62432,  0.36418,   8.9931,   3.4281
   52.997,   20.660,  9.61761,  0.36758,   8.9752,   3.4562
   53.166,   20.842,  9.61084,  0.37098,   8.9570,   3.4842
   53.335,   21.024,  9.60400,  0.37438,   8.9388,   3.5121
   53.504,   21.206,  9.59711,  0.37779,   8.9203,   3.5401
   53.673,   21.387,  9.59015,  0.38120,   8.9018,   3.5679
   53.841,   21.569,  9.58314,  0.38462,   8.8830,   3.5957
   54.010,   21.751,  9.57606,  0.38804,   8.8641,   3.6234
   54.179,   21.933,  9.56893,  0.39147,   8.8450,   3.6510
   54.348,   22.115,  9.56173,  0.39491,   8.8258,   3.6786
   54.517,   22.297,  9.55447,  0.39835,   8.8064,   3.7061
   54.685,   22.479,  9.54716,  0.40179,   8.7868,   3.7336
   54.854,   22.661,  9.53978,  0.40524,   8.7671,   3.7609
   55.023,   22.843,  9.53234,  0.40869,   8.7473,   3.7883
   55.192,   23.025,  9.52484,  0.41215,   8.7272,   3.8155
   55.360,   23.207,  9.51728,  0.41562,   8.7070,   3.8427
   55.529,   23.389,  9.50966,  0.41909,   8.6867,   3.8698
   55.698,   23.571,  9.50197,  0.42257,   8.6662,   3.8968
   55.867,   23.753,  9.49423,  0.42605,   8.6455,   3.9237
   56.036,   23.935,  9.48643,  0.42954,   8.6247,   3.9506
   56.204,   24.117,  9.47856,  0.43303,   8.6037,   3.9774
   56.373,   24.299,  9.47064,  0.43653,   8.5825,   4.0042
   56.542,   24.481,  9.46265,  0.44004,   8.5612,   4.0308
   56.711,   24.663,  9.45460,  0.44355,   8.5397,   4.0574
   56.879,   24.845,  9.44649,  0.44707,   8.5181,   4.0839
   57.048,   25.027,  9.43832,  0.45059,   8.4963,   4.1104
   57.217,   25.209,  9.43009,  0.45412,   8.4743,   4.1367
   57.386,   25.392,  9.42180,  0.45765,   8.4522,   4.1630
   57.555,   25.574,  9.41344,  0.46120,   8.4299,   4.1892
   57.723,   25.756,  9.40503,  0.46475,   8.4075,   4.2153
   57.892,   25.938,  9.39655,  0.46830,   8.3849,   4.2413
   58.061,   26.121,  9.38801,  0.47186,   8.3621,   4.2673
   58.230,   26.303,  9.37941,  0.47543,   8.3392,   4.2931
   58.398,   26.485,  9.37075,  0.47900,   8.3161,   4.3189
   58.567,   26.668,  9.36203,  0.48258,   8.2929,   4.3446
   58.736,   26.850,  9.35325,  0.48617,   8.2695,   4.3703
   58.905,   27.032,  9.34440,  0.48977,   8.2459,   4.3958
   59.074,   27.215,  9.33550,  0.49337,   8.2222,   4.4212
   59.242,   27.397,  9.32653,  0.49698,   8.1983,   4.4466
   59.411,   27.580,  9.31750,  0.50059,   8.1742,   4.4719
   59.580,   27.762,  9.30841,  0.50421,   8.1500,   4.4971
   59.749,   27.945,  9.29925,  0.50784,   8.1256,   4.5222
   59.918,   28.127,  9.29004,  0.51148,   8.1011,   4.5472
   60.086,   28.310,  9.28076,  0.51512,   8.0764,   4.5721
   60.255,   28.492,  9.27142,  0.51877,   8.0516,   4.5969
   60.424,   28.675,  9.26202,  0.52243,   8.0265,   4.6217
   60.593,   28.857,  9.25256,  0.52610,   8.0014,   4.6463
   60.761,   29.040,  9.24303,  0.52977,   7.9760,   4.6708
   60.930,   29.223,  9.23345,  0.53345,   7.9505,   4.6953
   61.099,   29.405,  9.22380,  0.53714,   7.9249,   4.7197
   61.268,   29.588,  9.21409,  0.54084,   7.8990,   4.7439
   61.437,   29.771,  9.20431,  0.54454,   7.8730,   4.7681
   61.605,   29.953,  9.19448,  0.54826,   7.8469,   4.7922
   61.774,   30.136,  9.18458,  0.55198,   7.8206,   4.8161
   61.943,   30.319,  9.17462,  0.55570,   7.7941,   4.8400
   62.112,   30.502,  9.16460,  0.55944,   7.7675,   4.8638
   62.280,   30.685,  9.15452,  0.56318,   7.7407,   4.8874
   62.449,   30.867,  9.14437,  0.56694,   7.7137,   4.9110
   62.618,   31.050,  9.13416,  0.57070,   7.6866,   4.9345
   62.787,   31.233,  9.12389,  0.57447,   7.6593,   4.9578
   62.956,   31.416,  9.11355,  0.57825,   7.6319,   4.9811
   63.124,   31.599,  9.10316,  0.58203,   7.6043,   5.0042
   63.293,   31.782,  9.09270,  0.58583,   7.5765,   5.0273
   63.462,   31.965,  9.08218,  0.58963,   7.5486,   5.0502
   63.631,   32.148,  9.07159,  0.59345,   7.5205,   5.0730
   63.800,   32.331,  9.06094,  0.59727,   7.4923,   5.0957
   63.968,   32.514,  9.05023,  0.60110,   7.4639,   5.1184
   64.137,   32.697,  9.03946,  0.60494,   7.4353,   5.1409
   64.306,   32.881,  9.02862,  0.60879,   7.4066,   5.1632
   64.475,   33.064,  9.01773,  0.61265,   7.3777,   5.1855
   64.643,   33.247,  9.00676,  0.61652,   7.3486,   5.2077
   64.812,   33.430,  8.99574,  0.62039,   7.3194,   5.2297
   64.981,   33.613,  8.98465,  0.62428,   7.2900,   5.2516
   65.150,   33.797,  8.97350,  0.62818,   7.2605,   5.2735
   65.319,   33.980,  8.96229,  0.63208,   7.2308,   5.2952
   65.487,   34.163,  8.95101,  0.63600,   7.2009,   5.3167
   65.656,   34.347,  8.93967,  0.63993,   7.1709,   5.3382
   65.825,   34.530,  8.92826,  0.64386,   7.1407,   5.3595
   65.994,   34.714,  8.91680,  0.64781,   7.1103,   5.3807
   66.162,   34.897,  8.90527,  0.65176,   7.0798,   5.4018
   66.331,   35.080,  8.89367,  0.65573,   7.0491,   5.4228
   66.500,   35.264,  8.88202,  0.65971,   7.0183,   5.4437
   66.669,   35.448,  8.87030,  0.66370,   6.9873,   5.4644
   66.838,   35.631,  8.85851,  0.66769,   6.9562,   5.4850
   67.006,   35.815,  8.84666,  0.67170,   6.9248,   5.5054
   67.175,   35.998,  8.83475,  0.67572,   6.8934,   5.5258
